# image_key <TAB> source URL — curated from the US Hearing Aid Catalog 2026 upload.
# 55 of the 89 keys in src/assets/devices/MANIFEST.md have a candidate here.
# Picks favor product/packshot renders over lifestyle photography, but a few are
# unvetted (marked in MANIFEST gaps notes) — visually check downloads before committing.
signia-insio-ite	https://cdn.signia.net/-/media/signia/global/images/products/signia-ax/insio-chargego-ax/insio-ax_black_double_1920x1080.jpg?h=1080&w=1920&rev=6bfe08ba8dd94364a75a53a7899ef531&hash=43C0E6AC33428DB90544FC6C57C53BE2
signia-motion	https://cdn.signia.net/-/media/signia/global/images/campaigns/signia-ix/motion-chargego-ix/motion-charge-go-ix_woman-holding-ha_devices_1920x1080.jpg?rev=8c56ecc5f70c408a87ad907b51c19232&hash=9F90CF955304A72BB4DD7668D7EE3950
signia-pure-312-ax	https://cdn.signia.net/-/media/signia/us/images/pure-312-ax/siv-13557_pure-312-ax-pair-1920x1080.jpg?h=1080&w=1920&rev=ccfc90b8af7b43fc9730e8669c17c9da&hash=18164164D3F460B9E13C100101085D55
signia-pure-ax	https://cdn.signia.net/-/media/signia/global/images/products/signia-ax/pure-chargego-ax/pure-charge-go-ax_fine-gold_pair_1920x1080.jpg?h=1080&w=1920&rev=0f6170dbd46b4de7ad22239cf4c9d289&hash=60906B6F900A467E987E3026593E3019
signia-pure-ix	https://cdn.signia.net/-/media/signia/global/images/products/accessories/chargers/pure-charge-go-ix_chargers_1000x1000.jpg?rev=6d543c47b6cc41d68afcf44caeca35f5&hash=2BD7B562D4DE0932C0F533836ED749E7
signia-silk	https://cdn.signia.net/-/media/signia/global/images/products/accessories/chargers/portable-charger-silk_with-silk-chgo-ix-out_led-on_shadow_1920x1080.jpg?rev=f35b8e9e446e400192a17043f822c5b1&hash=C52AA485260ABBC07A31EB0F3E7C97A2
signia-styletto	https://cdn.signia.net/-/media/signia/global/images/products/signia-ix/styletto-ix/styletto-ix_black-silver_double_charger_1920x1080.jpg?rev=fe1007da0e2f44e280ff9b0e9804716b&hash=7CA8BD22E731619B89F7742016461DC5
starkey-evolv-ai	https://a.storyblok.com/f/45415/1138x650/02053acd06/starkey-evolv-ai-micro-ric-312.jpg
starkey-g-series	https://www.starkey.com/-/media/ConsumerSites/Images/Renderings/ItemSource/CTATiles/CTA%20Tiles%20Medium/Starkey/g-series-ai-wbst2879.jpg
starkey-genesis-custom	https://cdn.ziphearing.com/dist/dynamic/files/manufacturers/starkey/hearing-aids/edge-ai/colors/391/500/01.jpg
starkey-genesis-ric	https://media.hearingtracker.com/storage/v1/object/public/assets/model-starkey-genesis-ai-image_1500x1500.png
th-custom-cic	https://www.truhearing.com/wp-content/uploads/2024/11/TH7lineup-copy-scaled.webp
th6-ric	https://www.truhearing.com/wp-content/uploads/2024/08/REXTON_BiCORE_R-Li_T_DeepBrown_edit_pair-1024x1024.webp
th6-sr	https://cdn.rexton.com/-/media/rexton/global/images/products/bicore/slim-ric/bicore_slim-ric_black-silver_1600x1067.png?rev=ddd74508557c49dc9581e2d0869b5a19&hash=FA8E66B05D2A8CC2120C1169575FDA52
th7-if	https://www.truhearing.com/wp-content/uploads/2024/08/NearlyInvisible.webp
th7-ric	https://www.truhearing.com/wp-content/uploads/2024/08/RIC-TH7.webp
th7-sr	https://www.truhearing.com/wp-content/uploads/2024/11/TH7lineup-copy-scaled.webp
unitron-moxi	https://www.unitron.com/content/dam/celum/unitron/01_master-assets/images/platforms/smile/produtcs/uh-packshot-moxi-s-r-left-left-receiver-p6-platinum-rgb7850x7850.jpg
# alternate for signia-active (lifestyle shot, use only if the primary is unusable):
# signia-active	https://cdn.signia.net/-/media/signia/global/images/campaigns/signia-ix/active-ix/active-ix_conversation_1200x630.jpg?h=630&w=1200&rev=2b3ba0e1740742a182b8aa97d03e083e&hash=471C8382DDCAB27EF1B2770109B4017E
